sku,date,region,channel,brand,segment,category,pack_type,price_unit,promotion_flag,delivery_days,stock_available,delivered_qty,units_sold,month,day_of_week,is_weekend,day,week_of_year,quarter,is_month_start,is_month_end,l_1,l_7,l_14,mo_sin,mo_cos,dow_sin,dow_cos,cat_roll_mean_7,cat_roll_mean_14,cat_trend_7_14,roll_mean_7,roll_mean_14,roll_std_7,lag_diff_1_7,trend_7_14,promo_l_1,promo_roll_7,promo_change,price_l_1,price_change_1,price_roll_mean_7,stock_l_1,delivery_l_1,is_stockout,trend,promo_price_interaction
SN-010,2024-12-17,PL-South,Retail,SnBrand2,SnackBar-Seg2,SnackBar,Carton,2.46,0,2.0,168.0,142,21,12,1,0,17,51,4,0,0,25.0,11.0,9.0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,16.571428571428573,16.142857142857142,0.4285714285714306,19.142857142857142,14.214285714285714,6.7188434378885,14.0,4.928571428571429,0.0,0.14285714285714285,0.0,1.9,0.56,5.422857142857143,223.0,195.0,0,1061,0.0
YO-009,2024-12-17,PL-South,Discount,YoBrand4,Yogurt-Seg1,Yogurt,Multipack,4.26,0,2.0,95.0,145,8,12,1,0,17,51,4,0,0,10.0,6.0,24.0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,14.571428571428571,13.428571428571429,1.1428571428571423,13.0,13.142857142857142,6.531972647421862,4.0,-0.14285714285714235,0.0,0.0,0.0,6.69,-2.4300000000000006,6.482857142857142,153.0,143.0,0,1061,0.0
MI-022,2024-12-17,PL-North,E-commerce,MiBrand3,Milk-Seg2,Milk,Multipack,8.47,0,4.0,222.0,212,19,12,1,0,17,51,4,0,0,12.0,0.0,16.0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,16.428571428571427,12.5,3.928571428571427,8.857142857142858,10.785714285714286,4.634241089562698,12.0,-1.9285714285714288,0.0,0.0,0.0,5.4,3.0700000000000003,4.341428571428572,175.0,178.0,0,1061,0.0
YO-029,2024-12-17,PL-North,Discount,YoBrand4,Yogurt-Seg2,Yogurt,Single,4.1,0,4.0,259.0,227,23,12,1,0,17,51,4,0,0,18.0,0.0,13.0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,17.857142857142858,16.785714285714285,1.071428571428573,10.142857142857142,13.357142857142858,6.4142698058982015,18.0,-3.2142857142857153,1.0,0.14285714285714285,-1.0,5.73,-1.6300000000000008,4.661428571428572,135.0,125.0,0,1061,0.0
RE-015,2024-12-17,PL-Central,Retail,ReBrand4,ReadyMeal-Seg1,ReadyMeal,Single,2.45,0,2.0,121.0,195,11,12,1,0,17,51,4,0,0,16.0,12.0,18.0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,14.428571428571429,16.571428571428573,-2.142857142857144,19.428571428571427,19.857142857142858,11.858290248558083,4.0,-0.4285714285714306,0.0,0.0,0.0,1.89,0.5600000000000003,4.957142857142857,121.0,116.0,0,1061,0.0
YO-029,2024-12-17,PL-South,Discount,YoBrand4,Yogurt-Seg2,Yogurt,Carton,3.97,0,3.0,146.0,218,15,12,1,0,17,51,4,0,0,15.0,19.0,10.0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,15.285714285714286,17.071428571428573,-1.7857142857142865,19.0,16.785714285714285,10.360180178613387,-4.0,2.2142857142857153,0.0,0.14285714285714285,0.0,4.86,-0.8900000000000001,5.220000000000001,191.0,223.0,0,1061,0.0
SN-010,2024-12-17,PL-North,Discount,SnBrand2,SnackBar-Seg2,SnackBar,Carton,8.42,0,5.0,118.0,181,11,12,1,0,17,51,4,0,0,11.0,32.0,17.0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,14.285714285714286,13.714285714285714,0.571428571428573,16.428571428571427,17.428571428571427,11.148350294358107,-21.0,-1.0,0.0,0.14285714285714285,0.0,7.84,0.5800000000000001,5.784285714285715,112.0,132.0,0,1061,0.0
YO-012,2024-12-17,PL-South,E-commerce,YoBrand1,Yogurt-Seg2,Yogurt,Carton,8.88,0,2.0,218.0,205,15,12,1,0,17,51,4,0,0,12.0,20.0,16.0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,17.428571428571427,14.642857142857142,2.7857142857142847,13.142857142857142,14.785714285714286,5.11300861947811,-8.0,-1.6428571428571441,0.0,0.14285714285714285,0.0,8.16,0.7200000000000006,5.798571428571429,162.0,200.0,0,1061,0.0
SN-019,2024-12-17,PL-North,Discount,SnBrand2,SnackBar-Seg1,SnackBar,Single,3.11,0,4.0,225.0,221,22,12,1,0,17,51,4,0,0,0.0,16.0,8.0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,14.0,18.142857142857142,-4.142857142857142,13.0,14.571428571428571,5.999999999999911,-16.0,-1.5714285714285712,0.0,0.0,0.0,2.13,0.98,5.532857142857142,0.0,196.0,0,1061,0.0
SN-030,2024-12-18,PL-North,Discount,SnBrand2,SnackBar-Seg1,SnackBar,Multipack,2.85,1,3.0,85.0,142,19,12,2,0,18,51,4,0,0,24.0,15.0,16.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,16.857142857142858,15.928571428571429,0.9285714285714288,17.714285714285715,17.285714285714285,11.672107574816797,9.0,0.4285714285714306,0.0,0.14285714285714285,1.0,3.6,-0.75,4.782857142857144,238.0,217.0,0,1062,2.85
YO-005,2024-12-18,PL-South,E-commerce,YoBrand2,Yogurt-Seg1,Yogurt,Multipack,2.11,0,3.0,220.0,184,21,12,2,0,18,51,4,0,0,20.0,22.0,12.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,21.571428571428573,18.642857142857142,2.9285714285714306,18.142857142857142,17.5,10.139503134252859,-2.0,0.6428571428571423,0.0,0.0,0.0,1.73,0.3799999999999999,4.342857142857143,241.0,219.0,0,1062,0.0
SN-028,2024-12-18,PL-South,Retail,SnBrand2,SnackBar-Seg1,SnackBar,Single,6.15,0,2.0,115.0,146,11,12,2,0,18,51,4,0,0,14.0,21.0,16.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,15.714285714285714,15.214285714285714,0.5,14.714285714285714,14.714285714285714,4.92322000707824,-7.0,0.0,0.0,0.0,0.0,4.06,2.0900000000000007,5.51,192.0,229.0,0,1062,0.0
YO-029,2024-12-18,PL-South,Discount,YoBrand4,Yogurt-Seg2,Yogurt,Carton,8.52,0,1.0,111.0,180,7,12,2,0,18,51,4,0,0,15.0,15.0,14.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,14.714285714285714,15.0,-0.2857142857142865,18.428571428571427,17.142857142857142,10.469911538262778,0.0,1.2857142857142847,0.0,0.14285714285714285,0.0,3.97,4.549999999999999,5.1814285714285715,146.0,218.0,0,1062,0.0
YO-016,2024-12-18,PL-North,E-commerce,YoBrand3,Yogurt-Seg3,Yogurt,Multipack,7.41,0,3.0,142.0,224,12,12,2,0,18,51,4,0,0,0.0,9.0,8.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,12.714285714285714,12.642857142857142,0.07142857142857117,12.142857142857142,14.071428571428571,8.552359741197563,-9.0,-1.9285714285714288,0.0,0.14285714285714285,0.0,2.71,4.7,4.3585714285714285,0.0,183.0,0,1062,0.0
YO-009,2024-12-18,PL-Central,Discount,YoBrand4,Yogurt-Seg1,Yogurt,Carton,4.47,0,5.0,165.0,186,13,12,2,0,18,51,4,0,0,14.0,13.0,24.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,14.714285714285714,14.5,0.21428571428571352,17.142857142857142,18.928571428571427,10.431180365113239,1.0,-1.7857142857142847,0.0,0.2857142857142857,0.0,5.24,-0.7700000000000005,4.811428571428571,142.0,232.0,0,1062,0.0
RE-007,2024-12-18,PL-Central,Retail,ReBrand4,ReadyMeal-Seg1,ReadyMeal,Carton,5.13,0,5.0,115.0,121,12,12,2,0,18,51,4,0,0,22.0,14.0,22.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,12.714285714285714,18.571428571428573,-5.857142857142859,20.714285714285715,22.714285714285715,12.188988004400896,8.0,-2.0,0.0,0.14285714285714285,0.0,8.66,-3.5300000000000002,4.680000000000001,136.0,192.0,0,1062,0.0
MI-002,2024-12-18,PL-South,E-commerce,MiBrand2,Milk-Seg1,Milk,Single,8.2,0,3.0,152.0,188,11,12,2,0,18,51,4,0,0,14.0,11.0,19.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,14.285714285714286,15.857142857142858,-1.5714285714285712,17.285714285714285,17.5,5.765248931147289,3.0,-0.2142857142857153,0.0,0.2857142857142857,0.0,3.84,4.359999999999999,6.0442857142857145,215.0,183.0,0,1062,0.0
RE-017,2024-12-18,PL-Central,Discount,ReBrand2,ReadyMeal-Seg2,ReadyMeal,Single,7.25,0,3.0,167.0,187,23,12,2,0,18,51,4,0,0,10.0,15.0,0.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,17.571428571428573,16.642857142857142,0.9285714285714306,11.142857142857142,15.857142857142858,3.287784027201873,-5.0,-4.714285714285715,0.0,0.0,0.0,5.08,2.17,4.014285714285714,86.0,141.0,0,1062,0.0
MI-026,2024-12-18,PL-South,E-commerce,MiBrand4,Milk-Seg2,Milk,Single,1.76,0,2.0,230.0,197,17,12,2,0,18,51,4,0,0,11.0,27.0,21.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,15.428571428571429,14.928571428571429,0.5,14.285714285714286,15.714285714285714,10.094788848943878,-16.0,-1.428571428571427,0.0,0.14285714285714285,0.0,6.97,-5.21,4.041428571428571,203.0,171.0,0,1062,0.0
MI-022,2024-12-18,PL-Central,E-commerce,MiBrand3,Milk-Seg2,Milk,Single,8.74,1,5.0,155.0,201,28,12,2,0,18,51,4,0,0,18.0,36.0,16.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,18.285714285714285,16.857142857142858,1.428571428571427,16.0,15.285714285714286,10.016652800877818,-18.0,0.7142857142857135,1.0,0.2857142857142857,0.0,4.37,4.37,5.369999999999999,189.0,232.0,0,1062,8.74
YO-029,2024-12-18,PL-North,Retail,YoBrand4,Yogurt-Seg2,Yogurt,Carton,3.39,0,1.0,143.0,155,14,12,2,0,18,51,4,0,0,7.0,10.0,20.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,15.857142857142858,15.785714285714286,0.07142857142857117,12.857142857142858,15.142857142857142,7.244045173533299,-3.0,-2.2857142857142847,0.0,0.0,0.0,5.43,-2.0399999999999996,6.061428571428572,142.0,159.0,0,1062,0.0
RE-015,2024-12-18,PL-Central,Discount,ReBrand4,ReadyMeal-Seg1,ReadyMeal,Multipack,3.6,0,4.0,206.0,237,24,12,2,0,18,51,4,0,0,16.0,20.0,24.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,20.714285714285715,20.071428571428573,0.6428571428571423,16.571428571428573,17.928571428571427,10.097147168996843,-4.0,-1.357142857142854,0.0,0.0,0.0,2.22,1.38,5.694285714285714,140.0,137.0,0,1062,0.0
MI-026,2024-12-18,PL-Central,Discount,MiBrand4,Milk-Seg2,Milk,Single,5.05,0,4.0,107.0,129,9,12,2,0,18,51,4,0,0,18.0,17.0,25.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,14.428571428571429,14.285714285714286,0.14285714285714235,14.285714285714286,15.285714285714286,6.65117247093287,1.0,-1.0,1.0,0.42857142857142855,-1.0,3.06,1.9899999999999998,4.772857142857142,107.0,100.0,0,1062,0.0
MI-006,2024-12-18,PL-North,Discount,MiBrand1,Milk-Seg3,Milk,Multipack,6.22,0,1.0,137.0,179,13,12,2,0,18,51,4,0,0,13.0,16.0,10.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,8.571428571428571,11.5,-2.928571428571429,17.714285714285715,14.214285714285714,9.178131358729567,-3.0,3.5000000000000018,0.0,0.2857142857142857,0.0,5.69,0.5299999999999994,3.882857142857143,200.0,223.0,0,1062,0.0
YO-024,2024-12-18,PL-Central,Retail,YoBrand2,Yogurt-Seg3,Yogurt,Multipack,4.28,0,4.0,165.0,141,19,12,2,0,18,51,4,0,0,15.0,18.0,21.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,14.571428571428571,13.285714285714286,1.2857142857142847,14.285714285714286,14.214285714285714,4.070801956793126,-3.0,0.07142857142857295,0.0,0.0,0.0,8.72,-4.44,6.272857142857142,148.0,128.0,0,1062,0.0
YO-001,2024-12-18,PL-South,Discount,YoBrand3,Yogurt-Seg1,Yogurt,Multipack,7.07,0,1.0,177.0,250,10,12,2,0,18,51,4,0,0,8.0,22.0,4.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,13.142857142857142,10.928571428571429,2.2142857142857135,10.714285714285714,9.714285714285714,7.204495950777058,-14.0,1.0,0.0,0.2857142857142857,0.0,6.0,1.0700000000000003,5.155714285714287,109.0,174.0,0,1062,0.0
YO-020,2024-12-18,PL-Central,Retail,YoBrand3,Yogurt-Seg2,Yogurt,Carton,6.56,1,2.0,204.0,211,42,12,2,0,18,51,4,0,0,13.0,18.0,18.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,17.857142857142858,18.642857142857142,-0.7857142857142847,15.0,20.0,4.618802153517124,-5.0,-5.0,0.0,0.0,1.0,2.78,3.78,5.005714285714285,171.0,275.0,0,1062,6.56
SN-010,2024-12-18,PL-South,Retail,SnBrand2,SnackBar-Seg2,SnackBar,Carton,4.41,0,1.0,127.0,139,11,12,2,0,18,51,4,0,0,21.0,13.0,13.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,17.571428571428573,17.071428571428573,0.5,20.571428571428573,15.071428571428571,5.682051943243269,8.0,5.500000000000002,0.0,0.14285714285714285,0.0,2.46,1.9500000000000002,4.577142857142857,168.0,142.0,0,1062,0.0
SN-019,2024-12-18,PL-North,Discount,SnBrand2,SnackBar-Seg1,SnackBar,Multipack,3.31,0,3.0,74.0,100,4,12,2,0,18,51,4,0,0,22.0,15.0,12.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,13.285714285714286,13.428571428571429,-0.14285714285714235,13.857142857142858,15.571428571428571,6.866065623255879,7.0,-1.7142857142857135,0.0,0.0,0.0,3.11,0.20000000000000018,4.838571428571428,225.0,221.0,0,1062,0.0
YO-012,2024-12-18,PL-South,E-commerce,YoBrand1,Yogurt-Seg2,Yogurt,Carton,3.82,1,3.0,205.0,207,39,12,2,0,18,51,4,0,0,15.0,7.0,16.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,20.142857142857142,18.857142857142858,1.2857142857142847,12.428571428571429,14.714285714285714,4.276179870598829,8.0,-2.2857142857142847,0.0,0.0,1.0,8.88,-5.0600000000000005,6.338571428571428,218.0,205.0,0,1062,3.82
JU-021,2024-12-18,PL-South,Discount,JuBrand3,Juice-Seg3,Juice,Carton,8.94,0,5.0,163.0,205,10,12,2,0,18,51,4,0,0,17.0,8.0,20.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,9.428571428571429,11.357142857142858,-1.9285714285714288,9.857142857142858,11.928571428571429,3.6253078686999407,9.0,-2.071428571428571,0.0,0.0,0.0,8.83,0.10999999999999943,6.918571428571428,237.0,226.0,0,1062,0.0
MI-006,2024-12-18,PL-Central,Discount,MiBrand1,Milk-Seg3,Milk,Single,2.03,1,2.0,50.0,79,6,12,2,0,18,51,4,0,0,14.0,0.0,14.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,9.0,12.0,-3.0,10.0,10.285714285714286,6.244997998398321,14.0,-0.2857142857142865,0.0,0.0,1.0,2.57,-0.54,6.214285714285714,168.0,234.0,0,1062,2.03
SN-027,2024-12-18,PL-Central,Retail,SnBrand2,SnackBar-Seg3,SnackBar,Multipack,2.31,0,5.0,161.0,209,13,12,2,0,18,51,4,0,0,10.0,8.0,12.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,9.285714285714286,10.571428571428571,-1.2857142857142847,12.0,12.5,4.12310562561763,2.0,-0.5,0.0,0.0,0.0,5.4,-3.0900000000000003,5.985714285714287,149.0,184.0,0,1062,0.0
MI-022,2024-12-18,PL-North,E-commerce,MiBrand3,Milk-Seg2,Milk,Single,2.87,0,5.0,123.0,118,10,12,2,0,18,51,4,0,0,19.0,8.0,5.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,14.714285714285714,16.642857142857142,-1.9285714285714288,11.571428571428571,11.0,4.1173269183271834,11.0,0.5714285714285712,0.0,0.0,0.0,8.47,-5.6000000000000005,4.927142857142859,222.0,212.0,0,1062,0.0
YO-009,2024-12-18,PL-South,Discount,YoBrand4,Yogurt-Seg1,Yogurt,Multipack,8.25,0,3.0,250.0,236,22,12,2,0,18,51,4,0,0,8.0,20.0,0.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,19.571428571428573,17.642857142857142,1.9285714285714306,13.285714285714286,12.0,6.210590034081243,-12.0,1.2857142857142865,0.0,0.0,0.0,4.26,3.99,6.721428571428571,95.0,145.0,0,1062,0.0
SN-010,2024-12-18,PL-North,Discount,SnBrand2,SnackBar-Seg2,SnackBar,Single,3.24,0,5.0,143.0,228,16,12,2,0,18,51,4,0,0,11.0,8.0,10.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,21.285714285714285,18.142857142857142,3.1428571428571423,13.428571428571429,17.0,8.847921466972592,3.0,-3.571428571428571,0.0,0.0,0.0,8.42,-5.18,5.907142857142858,118.0,181.0,0,1062,0.0
SN-013,2024-12-18,PL-North,E-commerce,SnBrand3,SnackBar-Seg2,SnackBar,Multipack,5.89,0,4.0,193.0,173,12,12,2,0,18,51,4,0,0,13.0,11.0,19.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,13.857142857142858,14.642857142857142,-0.7857142857142847,13.285714285714286,10.857142857142858,5.250850271282673,2.0,2.428571428571429,0.0,0.14285714285714285,0.0,8.24,-2.3500000000000005,5.541428571428573,176.0,223.0,0,1062,0.0
RE-015,2024-12-18,PL-Central,Retail,ReBrand4,ReadyMeal-Seg1,ReadyMeal,Multipack,6.33,0,2.0,237.0,212,29,12,2,0,18,51,4,0,0,11.0,41.0,15.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,27.142857142857142,20.785714285714285,6.357142857142858,19.285714285714285,19.357142857142858,11.968211864689534,-30.0,-0.07142857142857295,0.0,0.0,0.0,2.45,3.88,4.545714285714286,121.0,195.0,0,1062,0.0
SN-013,2024-12-18,PL-Central,Discount,SnBrand3,SnackBar-Seg2,SnackBar,Multipack,2.56,0,5.0,159.0,205,14,12,2,0,18,51,4,0,0,2.0,23.0,12.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,16.142857142857142,14.142857142857142,2.0,14.857142857142858,13.5,9.263343014782707,-21.0,1.3571428571428577,0.0,0.14285714285714285,0.0,4.66,-2.1,7.004285714285715,108.0,163.0,0,1062,0.0
YO-012,2024-12-18,PL-North,Retail,YoBrand1,Yogurt-Seg2,Yogurt,Single,6.76,0,2.0,155.0,130,15,12,2,0,18,51,4,0,0,13.0,7.0,13.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,16.857142857142858,17.214285714285715,-0.35714285714285765,14.0,15.142857142857142,6.733003292241411,6.0,-1.1428571428571423,0.0,0.14285714285714285,0.0,8.94,-2.1799999999999997,5.688571428571429,133.0,145.0,0,1062,0.0
MI-006,2024-12-18,PL-South,Retail,MiBrand1,Milk-Seg3,Milk,Multipack,6.41,0,2.0,201.0,246,13,12,2,0,18,51,4,0,0,9.0,18.0,8.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,15.714285714285714,12.357142857142858,3.357142857142856,13.714285714285714,12.642857142857142,5.345224838248477,-9.0,1.0714285714285712,0.0,0.14285714285714285,0.0,5.92,0.4900000000000002,5.288571428571429,117.0,159.0,0,1062,0.0
MI-002,2024-12-18,PL-North,E-commerce,MiBrand2,Milk-Seg1,Milk,Multipack,4.38,0,2.0,185.0,167,14,12,2,0,18,51,4,0,0,21.0,13.0,9.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,13.428571428571429,18.071428571428573,-4.642857142857144,15.571428571428571,16.928571428571427,3.154739442866966,8.0,-1.3571428571428559,0.0,0.0,0.0,8.76,-4.38,7.291428571428571,318.0,279.0,0,1062,0.0
SN-028,2024-12-18,PL-Central,Retail,SnBrand2,SnackBar-Seg1,SnackBar,Multipack,5.24,0,4.0,115.0,145,12,12,2,0,18,51,4,0,0,21.0,16.0,18.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,14.714285714285714,15.428571428571429,-0.7142857142857153,13.571428571428571,17.928571428571427,4.790864322059401,5.0,-4.357142857142856,0.0,0.0,0.0,2.72,2.52,5.284285714285715,188.0,251.0,0,1062,0.0
MI-008,2024-12-18,PL-North,Discount,MiBrand3,Milk-Seg2,Milk,Carton,7.56,0,2.0,138.0,151,11,12,2,0,18,51,4,0,0,18.0,6.0,0.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,13.285714285714286,11.642857142857142,1.6428571428571441,12.142857142857142,12.0,4.561745697594706,12.0,0.14285714285714235,1.0,0.14285714285714285,-1.0,1.63,5.93,2.775714285714286,114.0,178.0,0,1062,0.0
YO-018,2024-12-18,PL-North,E-commerce,YoBrand2,Yogurt-Seg1,Yogurt,Multipack,8.77,0,4.0,110.0,166,12,12,2,0,18,51,4,0,0,16.0,12.0,19.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,14.285714285714286,17.571428571428573,-3.2857142857142865,15.571428571428571,14.071428571428571,7.4129873163510265,4.0,1.5,0.0,0.14285714285714285,0.0,3.87,4.8999999999999995,5.398571428571429,159.0,187.0,0,1062,0.0
